date,customerID,total_calls,dropped_calls,data_volume_MB,throughput_Mbps
2024-05-01,7529-ZDFXI,10.0,0.0,949.65,27.29
2024-05-01,7605-BDWDC,14.0,0.0,871.91,44.41
2024-05-01,1950-KSVVJ,19.0,0.0,142.94,42.55
2024-05-01,0123-CRBRT,10.0,0.0,1153.68,43.27
2024-05-01,6292-TOSSS,17.0,0.0,869.93,11.89
2024-05-01,3197-ARFOY,16.0,1.0,276.51,17.46
2024-05-01,6323-AYBRX,13.0,1.0,601.28,9.57
2024-05-01,7014-ZZXAW,18.0,0.0,1107.15,24.02
2024-05-01,4385-GZQXV,5.0,0.0,344.37,43.9
2024-05-01,7633-MVPUY,5.0,0.0,181.0,25.44
2024-05-01,6366-ZGQGL,8.0,1.0,354.07,34.82
2024-05-01,4716-HHKQH,15.0,0.0,493.54,39.23
2024-05-01,5940-AHUHD,9.0,0.0,760.84,42.77
2024-05-01,6432-TWQLB,10.0,1.0,423.55,39.34
2024-05-01,4484-GLZOU,15.0,0.0,493.86,8.31
2024-05-01,3179-GBRWV,9.0,1.0,429.06,25.59
2024-05-01,8645-KWHJO,14.0,0.0,731.37,48.37
2024-05-01,4130-MZLCC,5.0,0.0,592.55,31.26
2024-05-01,0314-TKOSI,20.0,0.0,1058.04,25.99
2024-05-01,8229-MYEJZ,20.0,0.0,1329.89,18.76
2024-05-01,2080-SRCDE,20.0,1.0,788.88,21.41
2024-05-01,9577-WJVCQ,16.0,0.0,915.78,43.35
2024-05-01,9512-UIBFX,15.0,1.0,719.45,11.05
2024-05-01,6202-DYYFX,11.0,0.0,306.2,45.97
2024-05-01,3808-HFKDE,11.0,0.0,1263.93,12.28
2024-05-01,5583-SXDAG,11.0,0.0,285.95,25.84
2024-05-01,3488-PGMQJ,18.0,0.0,1271.83,39.59
2024-05-01,3580-REOAC,5.0,1.0,310.17,13.64
2024-05-01,7534-BFESC,16.0,0.0,1072.86,20.14
2024-05-01,3727-OWVYD,8.0,1.0,747.89,47.59
2024-05-01,2294-SALNE,12.0,1.0,895.08,43.96
2024-05-01,4847-TAJYI,8.0,1.0,1334.42,5.63
2024-05-01,1563-IWQEX,15.0,0.0,1000.87,47.07
2024-05-01,8203-XJZRC,9.0,0.0,554.83,43.69
2024-05-01,6556-DBKZF,20.0,0.0,1494.14,18.14
2024-05-01,6851-WEFYX,18.0,0.0,823.43,20.68
2024-05-01,2985-JUUBZ,6.0,0.0,1084.86,44.79
2024-05-01,6390-DSAZX,17.0,0.0,437.52,33.95
2024-05-01,0895-LMRSF,19.0,0.0,906.87,20.41
2024-05-01,8098-LLAZX,15.0,0.0,1008.42,8.96
2024-05-01,8266-VBFQL,12.0,0.0,1219.25,32.29
2024-05-01,8181-YHCMF,11.0,1.0,1176.8,9.2
2024-05-01,2240-HSJQD,20.0,1.0,1033.0,15.79
2024-05-01,1248-DYXUB,18.0,0.0,692.21,10.75
2024-05-01,0265-EDXBD,13.0,0.0,991.82,38.05
2024-05-01,4115-BNPJY,18.0,1.0,1346.79,16.96
2024-05-01,3167-SNQPL,15.0,0.0,643.34,37.14
2024-05-01,4091-TVOCN,15.0,1.0,1242.87,27.18
2024-05-01,1098-TDVUQ,8.0,0.0,744.0,37.57
2024-05-01,7277-OZCGZ,15.0,0.0,1358.25,21.95
2024-05-01,1557-EMYVT,6.0,1.0,1119.15,13.29
2024-05-01,2799-ARNLO,13.0,0.0,462.13,43.4
2024-05-01,7563-BIUPC,19.0,0.0,1377.32,18.8
2024-05-01,5027-YOCXN,19.0,0.0,195.68,29.67
2024-05-01,3973-SKMLN,16.0,0.0,1022.57,5.38
2024-05-01,2321-OMBXY,15.0,1.0,600.9,15.57
2024-05-01,2840-XANRC,14.0,0.0,504.9,40.59
2024-05-01,6745-JEFZB,7.0,0.0,315.29,5.37
2024-05-01,5020-ZSTTY,19.0,0.0,1024.03,43.82
2024-05-01,9880-TDQAC,9.0,0.0,376.74,14.21
2024-05-01,8705-WZCYL,10.0,0.0,713.64,25.9
2024-05-01,7102-JJVTX,15.0,0.0,371.81,15.26
2024-05-01,8626-PTQGE,8.0,0.0,545.09,20.82
2024-05-01,4983-CLMLV,6.0,0.0,930.31,41.74
2024-05-01,5701-YVSVF,12.0,0.0,308.6,7.41
2024-05-01,5804-LEPIM,20.0,1.0,1349.63,8.7
2024-05-01,5697-GOMBF,16.0,0.0,1418.86,36.17
2024-05-01,2739-CACDQ,10.0,0.0,263.1,46.66
2024-05-01,9385-EHGDO,18.0,1.0,898.74,28.39
2024-05-01,9498-FIMXL,5.0,0.0,566.83,8.1
2024-05-01,2379-GYFLQ,13.0,1.0,369.23,16.31
2024-05-01,0122-OAHPZ,14.0,1.0,265.87,20.05
2024-05-01,2868-SNELZ,19.0,0.0,938.7,26.36
2024-05-01,4322-RCYMT,16.0,0.0,939.94,16.95
2024-05-01,6680-NENYN,7.0,0.0,146.6,11.24
2024-05-01,2088-IEBAU,9.0,1.0,1122.82,39.02
2024-05-01,7982-VCELR,15.0,0.0,1341.45,36.91
2024-05-01,1343-EHPYB,8.0,0.0,637.72,36.18
2024-05-01,6035-BXTTY,9.0,0.0,1165.32,42.3
2024-05-01,6885-PKOAM,10.0,0.0,1456.29,15.53
2024-05-01,7520-HQWJU,15.0,0.0,259.08,36.05
2024-05-01,9639-BUJXT,8.0,1.0,1107.3,34.92
2024-05-01,5924-SNGKP,15.0,0.0,1311.96,46.42
2024-05-01,0021-IKXGC,10.0,0.0,493.49,22.55
2024-05-01,2034-GDRCN,17.0,0.0,904.18,36.22
2024-05-01,8966-SNIZF,7.0,0.0,878.63,20.66
2024-05-01,6243-OZGFH,9.0,0.0,1180.77,8.0
2024-05-01,4654-DLAMQ,17.0,0.0,1469.18,22.72
2024-05-01,0513-RBGPE,14.0,0.0,893.18,26.31
2024-05-01,5160-UXJED,5.0,0.0,566.75,17.92
2024-05-01,4115-NZRKS,19.0,1.0,697.64,49.66
2024-05-01,0219-YTZUE,13.0,1.0,549.2,15.2
2024-05-01,0623-IIHUG,20.0,0.0,1060.93,48.29
2024-05-01,4572-DVCGN,19.0,0.0,1259.37,44.97
2024-05-01,3351-NGXYI,11.0,0.0,208.78,21.19
2024-05-01,8984-EYLLL,8.0,0.0,333.35,31.75
2024-05-01,9057-MSWCO,10.0,0.0,449.2,39.59
2024-05-01,9833-TGFHX,17.0,0.0,862.29,32.22
2024-05-01,9294-TDIPC,11.0,1.0,1185.56,36.84
2024-05-01,5229-DTFYB,17.0,0.0,1407.94,33.5
2024-05-01,0104-PPXDV,17.0,0.0,942.0,18.77
2024-05-01,5176-LMJXE,16.0,0.0,1046.32,23.38
2024-05-01,3583-KRKMD,12.0,0.0,1097.17,45.23
2024-05-01,1010-DIAUQ,5.0,0.0,1075.7,17.13
2024-05-01,9069-LGEUL,19.0,0.0,1494.15,34.02
2024-05-01,7302-ZHMHP,9.0,1.0,660.91,14.58
2024-05-01,9571-EDEBV,16.0,0.0,420.69,49.9
2024-05-01,3520-FJGCV,11.0,0.0,468.3,18.97
2024-05-01,6563-VRERX,17.0,0.0,1402.06,38.75
2024-05-01,0259-GBZSH,7.0,0.0,1454.84,10.71
2024-05-01,6122-EFVKN,15.0,0.0,513.15,45.45
2024-05-01,2805-EDJPQ,7.0,1.0,1049.77,32.72
2024-05-01,6862-CQUMB,13.0,0.0,1349.07,37.47
2024-05-01,7156-MXBJE,8.0,1.0,158.69,45.16
2024-05-01,6158-HDPXZ,16.0,1.0,891.13,47.09
2024-05-01,9601-BRXPO,5.0,1.0,869.2,28.99
2024-05-01,2863-IMQDR,8.0,0.0,1408.84,6.47
2024-05-01,5686-CMAWK,20.0,1.0,977.16,5.55
2024-05-01,5651-CRHKQ,15.0,1.0,198.8,13.69
2024-05-01,6905-NIQIN,5.0,1.0,1346.74,43.03
2024-05-01,8204-YJCLA,12.0,1.0,457.89,6.74
2024-05-01,5167-ZFFMM,16.0,0.0,975.33,30.33
2024-05-01,6583-SZVGP,15.0,1.0,1008.98,34.31
2024-05-01,4895-TMWIR,14.0,0.0,938.65,31.56
2024-05-01,0533-BNWKF,15.0,0.0,1399.53,40.82
2024-05-01,1708-PBBOA,12.0,0.0,1243.6,23.88
2024-05-01,8782-LKFPK,15.0,0.0,1483.65,28.48
2024-05-01,5522-JBWMO,16.0,1.0,856.03,5.3
2024-05-01,3597-MVHJT,5.0,0.0,922.69,8.68
2024-05-01,9774-NRNAU,9.0,0.0,340.97,34.57
2024-05-01,0224-RLWWD,19.0,0.0,885.07,18.81
2024-05-01,9967-ATRFS,18.0,1.0,427.29,30.32
2024-05-01,3951-NJCVI,8.0,1.0,1163.97,41.52
2024-05-01,2977-CEBSX,6.0,0.0,1376.87,41.64
2024-05-01,0177-PXBAT,6.0,0.0,1253.51,38.66
2024-05-01,6599-CEBNN,20.0,0.0,739.69,25.23
2024-05-01,2519-ERQOJ,13.0,0.0,1456.73,25.76
2024-05-01,5876-QMYLD,5.0,1.0,617.25,29.95
2024-05-01,2277-AXSDC,20.0,0.0,576.02,28.26
2024-05-01,9442-JTWDL,13.0,0.0,358.53,22.66
2024-05-01,0979-PHULV,14.0,0.0,1034.91,21.26
2024-05-01,3067-SVMTC,20.0,0.0,1363.53,12.94
2024-05-01,5495-GPSRW,7.0,0.0,756.52,8.37
2024-05-01,7606-BPHHN,19.0,1.0,780.95,6.31
2024-05-01,4742-DRORA,8.0,0.0,1351.87,13.44
2024-05-01,0111-KLBQG,6.0,0.0,1357.26,36.36
2024-05-01,4800-VHZKI,10.0,1.0,597.95,7.22
2024-05-01,7989-CHGTL,12.0,0.0,702.27,6.76
2024-05-01,0334-GDDSO,6.0,1.0,260.09,9.58
2024-05-01,4163-NCJAK,19.0,0.0,1288.1,40.57
2024-05-01,5233-AOZUF,12.0,1.0,1247.2,13.81
2024-05-01,5973-EJGDP,18.0,1.0,720.05,43.84
2024-05-01,1996-DBMUS,14.0,1.0,1096.87,23.22
2024-05-01,7916-VCCPB,11.0,0.0,813.31,30.21
2024-05-01,4686-GEFRM,11.0,0.0,137.0,29.22
2024-05-01,5249-QYHEX,10.0,0.0,1345.7,16.34
2024-05-01,0578-SKVMF,17.0,0.0,1016.28,17.58
2024-05-01,5564-NEMQO,9.0,0.0,1276.93,40.07
2024-05-01,2233-FAGXV,19.0,0.0,546.85,35.19
2024-05-01,5605-IYGFG,19.0,0.0,1313.87,48.01
2024-05-01,7663-ZTEGJ,12.0,0.0,644.91,39.29
2024-05-01,3935-TBRZZ,13.0,0.0,544.54,17.68
2024-05-01,8111-BKVDS,11.0,0.0,233.96,19.97
2024-05-01,2055-SIFSS,16.0,0.0,174.54,15.39
2024-05-01,2806-MLNTI,11.0,0.0,914.11,40.61
2024-05-01,8734-DKSTZ,14.0,0.0,1166.4,7.93
2024-05-01,4360-PNRQB,6.0,0.0,326.76,12.55
